,Unnamed: 0,title,keywords,rating,genres
2131,2131,Transition,"['produce', 'transition', 'multiple', 'lives', 'uses', 'talent', 'shadowy', 'another', 'berlin', 'quantum', 'sexual', 'drug', 'parallel', 'may', 'interpretation', 'organisation', 'body', 'along', 'outcomes', 'disorders', 'events', 'theory', 'control', 'people', 'possible', 'wall', 'banks', 'personality', 'mysterious', 'imagine', 'set', 'mechanics', 'financial']",3.0,[]
2132,2132,New York,"['century', 'van', 'family', 'city', 'immigrant', 'irish', 'hudson', 'summer', 'mohawk', 'previous', 'colonists', 'jewish', 'experiences', 'waves', 'georgian', 'traditions', 'another', 'narrative', 'growth', 'local', 'manhattan', 'live', 'lines', 'puerto', 'african', 'early', 'right', 'dutch', 'island', 'take', 'forge', 'return', 'valley', 'three', 'chronicles', 'reader', 'cultural', 'amsterdam', 'one', 'home', 'main', 'novel', 'native', 'play', 'immigrants', 'english', 'master', 'away', 'great', 'army', 'trade', '17th', 'story', 'action', 'first', 'chapter', 'place', 'tribes', 'set', 'european', 'history', 'fictional', 'german', 'characters', 'birth', 'york', 'historical', 'fourth', 'slave', 'rican', 'two', 'new', 'families', 'part', 'meet', 'italian']",8.5,['historical']
2133,2133,Dreams of My Russian Summers,"['loves', 'lessons', 'fun', 'abroad', 'forced', 'president', 'food', 'envelope', 'looking', 'strange', 'along', 'coming', 'mother', 'traveling', 'order', 'changes', 'soviet', 'year', 'child', 'propaganda', 'adopted', 'outfit', 'final', 'youth', 'friends', 'small', 'uncle', 'returning', 'nicholas', 'papers', 'years', 'four', 'saved', 'turns', 'harshness', 'war', 'fall', 'newspaper', 'revealed', 'corner', 'decorate', 'knowing', 'fever', 'beauty', 'away', 'making', 'passes', 'reality', 'born', 'excess', 'parents', 'end', 'charlotte', 'old', 'movement', 'grave', 'wanted', 'way', 'thoughts', 'saw', 'wounded', 'children', 'heat', 'german', 'routine', 'mental', 'siberia', 'new', 'see', 'city', 'hardship', 'manuscript', 'far', 'dusty', 'flood', 'flooding', 'russia', 'filled', 'less', 'deaths', 'val', 'home', 'words', 'raped', 'saying', 'red', 'first', 'clash', 'arrest', 'alone', 'government', 'come', 'river', 'explosions', 'information', 'rusting', 'schooling', 'debris', 'may', 'becomes', 'back', 'loved', 'take', 'awkward', 'cruel', 'unknown', 'de', 'heart', 'novel', 'destroyed', 'calm', 'shelf', 'eve', 'written', 'border', 'package', 'asleep', 'biological', 'killed', 'works', 'start', 'desire', 'living', 'dying', 'found', 'within', 'collection', 'physical', 'radio', 'flee', 'early', 'grandson', 'father', 'picture', 'three', 'long', 'ten', 'traditional', 'young', 'quiet', 'hometown', 'confused', 'walk', 'twenty', 'biographical', 'things', 'man', 'reading', 'acts', 'starts', 'dressed', 'aunt', 'reunion', 'learn', 'survive', 'states', 'violent', 'industrial', 'obsession', 'town', 'bond', 'life', 'wartime', 'get', 'miles', 'goes', 'telling', 'conflict', 'anticipation', 'escape', 'experience', 'winter', 'told', 'pass', 'middle', 'dreamlike', 'presence', 'studying', 'go', 'sister', 'narrator', 'present', 'french', 'inside', 'antiques', 'july', 'maria', 'note', 'link', 'two', 'love', 'chosen', 'family', 'stories', 'previous', 'image', 'france', 'grandchildren', 'used', 'still', 'madman', 'travel', 'past', 'second', 'age', 'woman', 'tolerate', 'arms', 'tractor', 'publishing', 'time', 'loner', 'theme', 'peers', 'forest', 'narration', 'supposedly', 'die', 'says', 'make', 'school', 'broadcaster', 'europe', 'germans', 'rape', 'attachment', 'house', 'plans', 'boy', 'style', 'idea', 'japan', 'ii', 'clothes', 'working', 'made', 'future', 'angry', 'left', 'slip', 'dried', 'innocent', 'death', 'turned', 'days', 'tell', 'poverty', 'surprise', 'warning', 'train', 'daughter', 'reason', 'soldiers', 'request', 'morphine', 'writing', 'son', 'rejection', 'next', 'absence', 'speaking', 'hires', 'mysterious', 'though', 'caretaker', 'settle', 'classmate', 'word', 'siberian', 'career', 'passport', 'yell', 'nikolai', 'body', 'text', 'darkness', 'talking', 'return', 'running', 'sudden', 'story', 'husband', 'mutilated', 'partially', 'streets', 'stalinist', 'room', 'memories', 'thing', 'use', 'lack', 'grandmother', 'meaning', 'lives', 'bomb', 'description', 'dance', 'filling', 'accused', 'live', 'travels', 'rejected', 'underneath', 'marries', 'russian', 'rest', 'suitcase', 'banks', 'world', 'books', 'times', 'real', 'retelling', 'like', 'hope', 'short', 'together', 'begins', 'harsh', 'following', 'day', 'nurse', 'cross', 'regime', 'morning', 'comes', 'everything', 'mountain', 'solitude', 'paris', 'stream', 'without', 'fate', 'tomb', 'freedom', 'september', 'summer', 'letter', 'relationship', 'apartment', 'another', 'relatives', 'hospital', 'governor', 'romantic', 'trip', 'study', 'feel', 'country', 'last', 'shoot', 'nearby', 'died', 'hours', 'distress', 'classmates', 'period', 'desert', 'leave', 'accepting', 'falls', 'feeling', 'book', 'christmas', 'alive', 'secret', 'makes', 'must', 'permission', 'memory', 'shoes', 'crushed', 'temporary']",9.0,['fiction']
2134,2134,Breaking and Entering,"['lack', 'ivy', 'innocence', 'transactions', 'fun', 'commissioner', 'information', 'relents', 'forced', 'interviewing', 'visit', 'sons', 'local', 'large', 'live', 'misfortune', 'may', 'neighbour', 'nickname', 'treatment', 'influence', 'take', 'list', 'carried', 'back', 'drunken', 'gives', 'cat', 'one', 'believe', 'dry', 'kidney', 'victims', 'calm', 'repair', 'workers', 'league', 'convict', 'call', 'lured', 'interviews', 'like', 'hope', 'retired', 'promises', 'together', 'seek', 'parting', 'years', 'says', 'make', 'school', 'diamond', 'rains', 'day', 'case', 'attachment', 'father', 'burnt', 'pay', 'indian', 'video', 'taken', 'going', 'wax', 'away', 'ring', 'political', 'reluctant', 'nest', 'bid', 'place', 'interview', 'mr', 'restaurant', 'protest', 'folk', 'without', 'member', 'drain', 'burglary', 'wearing', 'difficult', 'crow', 'left', 'journalist', 'swedish', 'stolen', 'things', 'money', 'big', 'man', 'staff', 'near', 'chance', 'old', 'jewellery', 'address', 'swing', 'poet', 'burglar', 'death', 'head', 'rail', 'learn', 'tip', 'person', 'romantic', 'india', 'property', 'warning', 'daughter', 'way', 'last', 'next', 'let', 'life', 'legend', 'nearby', 'seat', 'get', 'witness', 'clues', 'though', 'murder', 'alias', 'club', 'argument', 'new', 'wife', 'miss', 'financial', 'sitting', 'see', 'wash', 'job', 'perfect', 'shop', 'cooper', 'brother', 'funeral', 'unesco', 'analyst', 'victor', 'many', 'cheque', 'loyalty', 'taxi', 'security', 'loveless', 'return', 'go', 'robbery', 'chief', 'saying', 'secret', 'victim', 'story', 'deputy', 'better', 'husband', 'first', 'sparrow', 'necklace', 'railway', 'revenge', 'arrest', 'membership', 'come', 'urban', 'two', 'frightened', 'couple', 'meet']",8.5,"['crime', 'fiction']"
2135,2135,From Anna,"['family', 'stories', 'prescription', 'coach', 'girl', 'getting', 'effects', 'gives', 'becoming', 'something', 'share', '1930s', 'changes', 'singing', 'older', 'novel', 'rest', 'struggle', 'mid', 'failing', 'move', 'teacher', 'garden', 'karl', 'opportunity', 'siblings', 'start', 'friends', 'promises', 'desire', 'dr', 'years', 'problem', 'school', 'found', 'mood', 'students', 'glasses', 'day', 'moving', 'song', 'going', 'keeping', 'comes', 'away', 'making', 'english', 'depression', 'friend', 'place', 'headmaster', 'made', 'canada', 'ernst', 'parents', 'money', 'things', 'old', 'leaving', 'side', 'starting', 'potential', 'learn', 'hurt', 'mama', 'national', 'germany', 'thoughts', 'anna', 'country', 'next', 'sing', 'children', 'board', 'able', 'weaving', 'new', 'miss', 'express', 'shop', 'silent', 'brother', 'flood', 'less', 'christmas', 'right', 'terrified', 'seeing', 'class', 'special', 'home', 'present', 'beautiful', 'group', 'first', 'adults', 'people', 'discovery', 'come', 'disturbed', 'love']",3.0,"['childrens', 'literature']"
2136,2136,In Too Deep,"['save', 'threatened', 'alliance', 'old', 'cousin', 'previous', 'murdered', 'brother', 'escapes', 'painful', 'following', 'robert', 'hunt', 'search', 'filled', 'thinking', 'criminal', 'head', 'friendly', 'willing', 'night', 'trail', 'expedition', 'turned', 'dock', 'strange', 'eruption', 'stand', 'book', 'tell', 'front', 'mother', 'father', 'house', 'go', 'black', 'australia', 'share', 'older', 'secret', 'footsteps', 'away', 'agent', 'around', 'poem', 'clue', 'destroyed', 'au', 'trust', 'children', 'meeting', 'life', 'year', 'finding', 'water', 'price', 'bear', 'work', 'babysitter', 'bob', 'world', 'mysterious', 'clues', 'note', 'written', 'discover', 'help', 'grief', 'surfer', 'lost', 'memories', 'meet', 'pair', 'parents', 'stops']",3.0,"['childrens', 'literature', 'adventure']"
2137,2137,In the Forests of Serre,"['situation', 'hope', 'memories', 'alliance', 'unfinished', 'needs', 'encounter', 'business', 'witch', 'strength', 'leaving', 'another', 'ash', 'death', 'motivation', 'enchanted', 'guard', 'still', 'falls', 'steal', 'princess', 'weak', 'becomes', 'prince', 'travel', 'father', 'back', 'force', 'peace', 'gives', 'home', 'woods', 'events', 'wanderings', 'watch', 'country', 'deep', 'depression', 'confused', 'marriage', 'arranged', 'wizard', 'advantage', 'though', 'help', 'escort', 'aid', 'settle', 'wife', 'behind', 'left', 'parents']",8.25,['fantasy']
2138,2138,Castle Dor,"['life', 'passed', 'arthur', 'unfinished', 'daughter', 'legend', 'set', 'century', 'main', 'novel', 'characters', 'sir', 'castle', 'du', 'based', 'around', '19th', 'story', 'last', 'tristan']",3.0,['historical']
2139,2139,The Blue Star,"['development', 'held', 'culture', 'use', 'family', 'passed', 'blue', 'cause', 'selfish', 'lover', 'witch', 'witchcraft', 'complications', 'forced', 'mind', 'ambitious', 'sons', 'possession', 'radical', 'loss', 'star', 'empire', 'revolutionary', 'stray', 'clerk', 'conspiracy', 'pawns', 'scheme', 'parallel', 'physical', 'flee', 'fall', 'austrian', 'mother', 'roots', 'ordinary', 'eighteenth', 'daughter', 'one', 'long', 'catch', 'acquaintance', 'existence', 'novel', 'modern', 'line', 'seduce', 'gain', 'everything', 'action', 'abuse', 'growing', 'powerful', 'power', 'goes', 'couple', 'magical', 'powers', 'world', 'jewel', 'member', 'though', 'ability', 'hereditary', 'government', 'adventures', 'new', 'set', 'faith', 'psychic', 'prey', 'drive']",3.0,['fantasy']
2140,2140,Barbary,"['humanity', 'spacecraft', 'orbital', 'society', 'communications', 'relents', 'travelling', 'computer', 'billion', 'live', 'elevator', 'back', 'take', 'traveling', 'dead', 'novel', 'woman', 'tractor', 'control', 'child', 'tag', 'trying', 'girls', 'move', 'package', 'like', 'shaft', 'tracking', 'shared', 'found', 'station', 'reveal', 'shuttle', 'sled', 'radio', 'radiation', 'catch', 'galaxy', 'making', 'outer', 'figures', 'places', 'space', 'friend', 'forbidden', 'barbary', 'help', 'born', 'made', 'families', 'heather', 'near', 'college', 'pest', 'poet', 'quarters', 'death', 'taking', 'learn', 'technician', 'days', 'chasing', 'system', 'orphan', 'hidden', 'trip', 'telescope', 'rules', 'lunar', 'mickey', 'reason', 'around', 'rat', 'journey', 'private', 'foster', 'seat', 'get', 'vehicle', 'new', 'course', 'mobile', 'administrator', 'step', 'transfer', 'delight', 'human', 'solar', 'unlikely', 'beginning', 'instrument', 'filled', 'spaceport', 'friendly', 'ship', 'many', 'alien', 'waiting', 'famous', 'home', 'change', 'inside', 'group', 'outside', 'grabbed', 'first', 'smuggle', 'research', 'galactic', 'edge', 'reunited', 'two', 'come', 'aliens', 'dirt', 'einstein', 'earth']",3.0,"['science', 'fiction']"
2141,2141,A Fine and Private Place,"['killed', 'michael', 'homeless', 'like', 'memories', 'suicide', 'fading', 'word', 'plot', 'driven', 'ghosts', 'pledge', 'andrew', 'subject', 'unlikely', 'bookshop', 'remember', 'found', 'separation', 'food', 'innocent', 'local', 'legendary', 'trial', 'death', 'leave', 'clerk', 'unusual', 'book', 'form', 'mortal', 'poisoning', 'fall', 'vicinity', 'body', 'quintet', 'return', 'haunt', 'one', 'long', 'pharmacist', 'dead', 'existence', 'way', 'jonathan', 'away', 'philosophical', 'bankrupt', 'verse', 'quiet', 'morgan', 'reunite', 'protagonist', 'raven', 'fine', 'nearby', 'private', 'fictional', 'beagle', 'teacher', 'died', 'ability', 'two', 'conversation', 'wife', 'dropped', 'bound', 'illegally', 'title']",3.0,['fantasy']
2142,2142,The Awakening,"['factory', 'kit', 'killed', 'like', 'city', 'van', 'man', 'niece', 'panic', 'derek', 'escape', 'letter', 'andrew', 'run', 'aunt', 'lead', 'make', 'attacks', 'diane', 'another', 'taking', 'leave', 'voice', 'edison', 'looking', 'experimental', 'coming', 'ever', 'tell', 'back', 'fatal', 'house', 'take', 'wanted', 'safe', 'go', 'danger', 'catch', 'suspecting', 'dead', 'scientists', 'rest', 'young', 'bus', 'events', 'group', 'change', 'next', 'friend', 'place', 'simon', 'girls', 'help', 'york', 'able', 'dangerous', 'two', 'team', 'hear', 'new', 'struggling', 'supernatural', 'awakening', 'safety', 'modified', 'meet']",3.0,"['urban', 'fantasy', 'paranormal', 'romance']"
2143,2143,The Reckoning,"['save', 'killed', 'adult', 'hot', 'blame', 'lab', 'derek', 'love', 'buddies', 'fight', 'blind', 'andrew', 'run', 'following', 'four', 'mounting', 'window', 'attraction', 'aunt', 'turns', 'chemistry', 'spy', 'drama', 'live', 'still', 'girl', 'edison', 'hurt', 'racing', 'may', 'book', 'waiting', 'building', 'reckoning', 'back', 'father', 'kill', 'mother', 'safe', 'crazy', 'go', 'long', 'way', 'one', 'stop', 'comes', 'renegade', 'feelings', 'around', 'events', 'group', 'childhood', 'story', 'developing', 'threatening', 'power', 'fly', 'let', 'friend', 'life', 'gang', 'ruling', 'finding', 'former', 'time', 'simon', 'powers', 'scientist', 'member', 'help', 'bad', 'able', 'made', 'safety', 'best', 'supernatural', 'new', 'final', 'scare']",6.0,"['urban', 'fantasy', 'paranormal', 'romance']"
2144,2144,Flirt,"['anita', 'use', 'end', 'contact', 'chance', 'attack', 'consciousness', 'men', 'knocked', 'left', 'forced', 'pride', 'visit', 'inner', 'leaving', 'mate', 'flirt', 'tony', 'nature', 'wealthy', 'guilty', 'worrying', 'grave', 'free', 'giving', 'supernatural', 'jason', 'refusing', 'kill', 'safe', 'chase', 'jacob', 'third', 'magic', 'watching', 'order', 'lioness', 'battle', 'comes', 'feed', 'request', 'kidnapping', 'outside', 'lovers', 'turning', 'protection', 'laid', 'member', 'wound', 'hit', 'come', 'raise', 'two', 'wife', 'threaten', 'choice', 'reveals', 'behind', 'fan', 'powerful']",3.0,['mystery']
2145,2145,The Rifle,"['passed', 'man', 'thirty', 'sell', 'throwing', 'crafts', 'forced', 'window', 'unique', 'another', 'rifle', 'row', 'less', 'neighbor', 'engaged', 'forged', 'john', 'hole', 'fireplace', 'christmas', 'spark', 'bullet', 'gun', 'cornish', 'three', 'go', 'battle', 'one', 'butt', 'comes', 'rest', 'beautiful', 'turn', 'sold', 'poking', 'barrel', 'inspired', 'books', 'maple', 'gunsmith', 'piece', 'light', 'river', 'money', 'goes']",7.0,"['historical', 'fiction', 'young', 'adult', 'literature']"
2146,2146,Face,"['martin', 'friends', 'car', 'police', 'girlfriend', 'ride', 'lead', 'leaving', 'school', 'severe', 'ridicule', 'loss', 'difficulties', 'accident', 'still', 'book', 'seeing', 'personal', 'isolation', 'level', 'one', 'home', 'burns', 'leading', 'makes', 'next', 'deal', 'people', 'life', 'teenager', 'results', 'east', 'rap', 'new', 'facial', 'area']",3.0,"['childrens', 'literature', 'fiction']"
2147,2147,Soul Eater,"['use', 'forest', 'separated', 'far', 'encounter', 'kills', 'holding', 'animals', 'recognise', 'buried', 'blind', 'stone', 'snow', 'opal', 'saved', 'vision', 'search', 'attacks', 'spirit', 'injury', 'soul', 'religious', 'bat', 'artifact', 'fact', 'form', 'free', 'becomes', 'release', 'father', 'kill', 'return', 'white', 'go', 'piece', 'sacrifices', 'order', 'changes', 'cave', 'away', 'kidnapped', 'fox', 'boy', 'last', 'destroyed', 'makes', 'places', 'cut', 'journey', 'fire', 'life', 'jump', 'captured', 'bear', 'get', 'member', 'help', 'hit', 'wolf', 'secretly', 'tail', 'set', 'axe', 'river', 'goes']",3.0,"['childrens', 'literature', 'fantasy', 'adventure']"
2148,2148,Burning Chrome,"['vicious', 'hacking', 'criminal', 'organized', 'leave', 'girl', 'becomes', 'system', 'third', 'go', 'main', 'field', 'russian', 'rest', 'group', 'story', 'hard', 'software', 'characters', 'character', 'break', 'two', 'jack', 'grief', 'sophisticated', 'piece', 'love', 'money']",3.0,"['science', 'fiction', 'speculative', 'fiction']"
2149,2149,Flight of the Intruder,"['attack', 'truck', 'plane', 'forced', 'president', 'night', 'along', 'question', 'becomes', 'farmer', 'order', 'one', 'novel', 'mission', 'target', 'sam', 'dangerous', 'lone', 'flying', 'pilots', 'begins', 'navy', 'veteran', 'war', 'air', 'missions', 'violation', 'weapons', 'enemy', 'fired', 'aircraft', 'making', 'surface', 'navigator', 'hide', 'help', 'future', 'damage', 'nixon', 'party', 'valuable', 'near', 'aggressive', 'american', 'strike', 'minimal', 'fatally', 'shot', 'good', 'serious', 'plan', 'stray', 'learn', 'north', 'prosecute', 'horror', 'vietnamese', 'fact', 'fatal', 'campaign', 'uss', 'rules', 'confront', 'way', 'problems', 'worth', 'morgan', 'massive', 'barred', 'richard', 'center', 'communist', 'striking', 'new', 'dropped', 'experience', 'conviction', 'loss', 'administration', 'many', 'christmas', 'wounds', 'cole', 'ground', 'story', 'intelligence', 'hit', 'flight', 'two', 'intruder']",7.0,['technothriller']
2150,2150,City of Light,"['loves', 'use', 'grace', 'information', 'animals', 'abused', 'buffalo', 'subject', 'dramatic', 'president', 'chain', 'watery', 'engineering', 'someone', 'different', 'night', 'girl', 'still', 'major', 'influence', 'undercover', 'gives', 'male', 'second', 'one', 'novel', 'franklin', 'peter', 'woman', 'dream', 'bribery', 'murders', 'struggle', 'control', 'calm', 'stole', 'actions', 'francis', 'child', 'time', 'photographer', 'world', 'louisa', 'jail', 'lot', 'behind', 'grand', 'karl', 'fan', 'tale', 'killed', 'like', 'supposedly', 'suspicion', 'friends', 'conditions', 'seek', 'papers', 'says', 'school', 'rich', 'turns', 'manager', 'found', 'led', 'radical', 'reveal', 'sexually', 'physical', 'investigate', 'revealed', 'father', 'cleveland', 'primitive', 'events', 'hierarchy', 'place', 'idea', 'threatens', 'involved', 'former', 'mary', 'inspired', 'fate', 'york', 'help', 'affectionate', 'niagara', 'plantation', 'grover', 'courting', 'reveals', 'left', 'court', 'invitation', 'wanting', 'big', 'tom', 'man', 'interest', 'james', 'complex', 'old', 'letter', 'another', 'innocent', 'death', 'starting', 'head', 'issue', 'island', 'construction', 'black', 'believes', 'thomas', 'hero', 'morgan', 'series', 'electricity', 'life', 'news', 'overheard', 'act', 'get', 'ways', 'character', 'murder', 'new', 'scenic', 'miss', 'hugging', 'nude', 'attorney', 'city', 'writer', 'brief', 'brother', 'told', 'married', 'fiske', 'arizona', 'frederick', 'full', 'seminary', 'happy', 'many', 'path', 'assistant', 'leave', 'replacement', 'goat', 'book', 'river', 'gas', 'planning', 'deaths', 'verbal', 'go', 'main', 'bombing', 'dreams', 'chief', 'godmother', 'secret', 'story', 'claims', 'lamps', 'power', 'first', 'clash', 'water', 'lunch', 'alibi', 'maria', 'work', 'west', 'event', 'raise', 'hit', 'set', 'choice', 'plant', 'iroquois', 'couple', 'love', 'real']",5.0,['fiction']
2151,2151,Night Whispers,"['another', 'cat', 'role', 'learn', 'play', 'mysterious', 'seek', 'prophecy', 'may', 'dark']",7.0,"['childrens', 'literature', 'fantasy']"
2152,2152,The Miernik Dossier,"['suspects', 'sudanese', 'american', 'living', 'university', 'terrorist', 'poland', 'spy', 'crossing', 'well', 'british', 'polish', 'may', 'case', 'along', 'front', 'prince', 'liberation', 'concentration', 'return', 'sister', 'rising', 'novel', 'native', 'agent', 'gift', 'el', 'survivor', 'christopher', 'hungarian', 'reluctant', 'journey', 'camp', 'warsaw', 'organization', 'orders', 'sudan', 'trying', 'communist', 'official', 'working', 'geneva', 'paul', 'powerful']",3.0,"['spy', 'fiction']"
2153,2153,The Ghost Belonged to Me,"['alexander', 'local', 'home', 'girl', 'far', 'rest', 'story', 'boy', 'ghost', 'new', 'body', 'take', 'warning']",3.0,"['childrens', 'literature']"
2154,2154,The Road to Memphis,"['use', 'charlie', 'situation', 'women', 'broken', 'parts', 'men', 'truck', 'forced', 'pride', 'girlfriend', 'losing', 'nervous', 'damaged', 'food', 'someone', 'local', 'used', 'night', 'girl', 'still', 'getting', 'african', 'looking', 'nice', 'powder', 'along', 'screaming', 'coming', 'back', 'lucky', 'twin', 'take', 'loved', 'road', 'pearl', 'strawberry', 'solomon', 'gives', 'knocking', 'something', 'nick', 'dead', 'believe', 'older', 'woman', 'really', 'rest', 'calls', 'luck', 'garage', 'year', 'pictures', 'time', 'want', 'stay', 'trying', 'written', 'reports', 'jail', 'signal', 'willie', 'dogs', 'struggling', 'cousins', 'forest', 'like', 'cause', 'works', 'start', 'friends', 'uncle', 'suit', 'driven', 'chicago', 'roll', 'rubbing', 'low', 'says', 'make', 'speed', 'weight', 'school', 'turns', 'harbor', 'thinking', 'killing', 'kicked', 'talk', 'well', 'day', 'bath', 'newspaper', 'bombed', 'house', 'moe', 'father', 'white', 'pay', 'anger', 'owner', 'oblivious', 'hat', 'long', 'going', 'catch', 'comes', 'fixed', 'away', 'forgotten', 'young', 'fighting', 'events', 'rescues', 'boy', 'watch', 'office', 'belief', 'got', 'tennessee', 'friend', 'place', 'sleeping', 'walk', 'orders', 'without', 'hide', 'indoor', 'manners', 'article', 'help', 'bad', 'wearing', 'restroom', 'foreshadowing', 'courting', 'dire', 'damage', 'piece', 'left', 'church', 'coon', 'drive', 'things', 'money', 'wanting', 'narrated', 'man', 'starts', 'american', 'old', 'cousin', 'crowbar', 'letter', 'leaving', 'happened', 'good', 'another', 'plan', 'criminal', 'head', 'starting', 'learn', 'turned', 'hurt', 'fact', 'tell', 'marrying', 'lawyer', 'purse', 'trip', 'chase', 'wanted', 'train', 'black', 'study', 'cap', 'way', 'acting', 'feel', 'stop', 'refused', 'growing', 'town', 'soldier', 'writing', 'son', 'next', 'leg', 'news', 'studies', 'let', 'reputation', 'unconscious', 'mississippi', 'get', 'little', 'brothers', 'memphis', 'though', 'hear', 'able', 'met', 'new', 'lost', 'part', 'color', 'goes', 'tire', 'jackson', 'see', 'telling', 'medicine', 'word', 'step', 'encounter', 'forces', 'troy', 'car', 'trouble', 'ticket', 'brother', 'pass', 'told', 'marry', 'high', 'arguing', 'discussion', 'happy', 'leave', 'many', 'falls', 'sheriff', 'worried', 'darkness', 'gun', 'talking', 'boys', 'store', 'go', 'home', 'pick', 'woods', 'saying', 'drop', 'japanese', 'story', 'steps', 'better', 'chased', 'people', 'mad', 'rush', 'alone', 'come', 'two', 'mighty', 'restaurant', 'love']",8.333333332999999,"['historical', 'fiction']"
2155,2155,Confessions of a Teenage Baboon,"['family', 'held', 'works', 'mile', 'short', 'care', 'beat', 'hopes', 'thirty', 'old', 'relationship', 'mexico', 'told', 'years', 'milk', 'harold', 'cleaning', 'dying', 'partying', 'within', 'death', 'loss', 'point', 'relic', 'many', 'well', 'learn', 'feeling', 'sadness', 'stand', 'body', 'mother', 'trench', 'father', 'picture', 'intentionally', 'moving', 'residence', 'back', 'house', 'coat', 'clients', 'age', 'one', 'going', 'appears', 'ten', 'nothing', 'home', 'share', 'saying', 'making', 'challenges', 'young', 'bus', 'common', 'story', 'chesterfield', 'boy', 'son', 'practical', 'lloyd', 'matter', 'turning', 'health', 'private', 'bottle', 'time', 'helen', 'without', 'move', 'muscles', 'hired', 'goods', 'smash', 'workout', 'view', 'household', 'shredded', 'behind', 'difficult', 'course', 'assignment', 'left']",5.0,"['young', 'adult', 'literature']"
2156,2156,A Sport of Nature,"['black', 'wives', 'one', 'man', 'child', 'nairobi', 'still', 'marries', 'south', 'travels', 'secondary', 'returning', 'fictitious', 'congress', 'first', 'president', 'africa', 'school']",7.0,[]
2157,2157,Fallen,"['truth', 'death', 'reform', 'haunted', 'strange', 'two', 'suspected', 'boys', 'school']",9.0,"['mystery', 'fiction']"
2158,2158,Girl,"['friend', 'ordinary', 'pacific', 'scene', 'suburban', 'girls', 'mysterious', 'northwest', 'charismatic', 'begins', 'musician', 'school', 'high', 'music', 'journey']",8.0,"['young', 'adult', 'literature']"
2159,2159,Calico Bush,"['pioneer', 'becomes', 'servant', 'bush', 'indentured', 'young', 'french', 'coast', 'story', 'set', 'orphan', 'maine']",7.5,"['childrens', 'literature']"
2160,2160,The Singing Tree,"['rabbi', 'family', 'loves', 'england', 'farm', 'care', 'hopes', 'thirty', 'men', 'wild', 'france', 'destroying', 'live', 'night', 'coming', 'travel', 'back', 'loved', 'take', 'mother', 'becoming', 'suffering', 'shell', 'one', 'changes', 'singing', 'russian', 'hungarian', 'wedding', 'apple', 'francis', 'lily', 'time', 'fat', 'girls', 'stay', 'world', 'horseman', 'spoiled', 'passed', 'like', 'hope', 'start', 'volunteer', 'small', 'uncle', 'returning', 'living', 'years', 'ferdinand', 'turns', 'village', 'war', 'kitchen', 'fall', 'austrian', 'father', 'hundred', 'charge', 'three', 'morning', 'comes', 'away', 'everything', 'traditional', 'young', 'events', 'army', 'tree', 'joseph', 'idea', 'budapest', 'without', 'help', 'doctors', 'fourth', 'twenty', 'left', 'things', 'alliance', 'prisoner', 'keeper', 'summer', 'old', 'chance', 'letter', 'aunt', 'leaving', 'good', 'fury', 'moses', 'taking', 'hospital', 'days', 'tell', 'safe', 'way', 'stop', 'growing', 'around', 'town', 'son', 'fine', 'news', 'children', 'nearby', 'get', 'little', 'crushing', 'german', 'hear', 'brewing', 'prisoners', 'goes', 'stops', 'telling', 'shop', 'sewing', 'riding', 'trouble', 'report', 'told', 'spring', 'helping', 'mind', 'hungary', 'many', 'christmas', 'peace', 'sheltered', 'go', 'pretend', 'home', 'alive', 'change', 'given', 'beautiful', 'turn', 'first', 'people', 'amnesiac', 'mad', 'work', 'rush', 'brave', 'government', 'two', 'feed', 'thing', 'earth']",5.0,"['childrens', 'literature']"
2161,2161,Indian Captive: The Story of Mary Jemison,"['family', 'captives', 'end', 'captain', 'stay', 'lives', 'raid', 'old', 'living', 'pain', 'brother', 'full', 'girl', 'grandfather', 'squirrel', 'get', 'book', 'stern', 'adopt', 'take', 'morning', 'go', 'sister', 'white', 'indian', 'one', 'home', 'taken', 'kind', 'training', 'woman', 'pennsylvania', 'french', 'soft', 'young', 'english', 'great', 'captive', 'yellow', 'corn', 'place', 'call', 'mary', 'bear', 'hair', 'work', 'shining', 'died', 'little', 'want', 'two', 'fort', 'wise', 'indians', 'choice']",7.666666667,"['childrens', 'literature', 'fiction']"
2162,2162,Fog Magic,"['blue', 'fantasy', 'cove', 'friends', 'twelfth', 'based', 'experience', 'setting', 'fair', 'visit', 'village', 'night', 'many', 'fog', 'coming', 'travel', 'back', 'go', 'magic', 'special', 'one', 'nova', 'play', 'scotia', 'town', 'generation', 'story', 'people', 'rolls', 'greta', 'friend', 'life', 'former', 'child', 'time', 'little', 'able', 'real']",3.0,"['speculative', 'fiction', 'childrens', 'literature']"
